sec , time , count(in)(line0) , count(out)(line0) , total_count(in)(line0) , total_count(out)(line0)
372 , 2023-07-05 10:26:36.865286 , 0 , 1 , 48 , 73
373 , 2023-07-05 10:26:41.023849 , 0 , 0 , 48 , 73
374 , 2023-07-05 10:26:45.160782 , 0 , 1 , 48 , 74
375 , 2023-07-05 10:26:49.453140 , 0 , 1 , 48 , 75
376 , 2023-07-05 10:26:53.611075 , 0 , 0 , 48 , 75
377 , 2023-07-05 10:26:57.782757 , 0 , 0 , 48 , 75
378 , 2023-07-05 10:27:01.942653 , 0 , 0 , 48 , 75
379 , 2023-07-05 10:27:06.120147 , 0 , 0 , 48 , 75
380 , 2023-07-05 10:27:10.249377 , 0 , 0 , 48 , 75
381 , 2023-07-05 10:27:14.399343 , 0 , 0 , 48 , 75
382 , 2023-07-05 10:27:18.553487 , 0 , 0 , 48 , 75
383 , 2023-07-05 10:27:22.698429 , 0 , 0 , 48 , 75
384 , 2023-07-05 10:27:27.294658 , 0 , 1 , 48 , 76
385 , 2023-07-05 10:27:31.456322 , 0 , 0 , 48 , 76
386 , 2023-07-05 10:27:35.608895 , 0 , 0 , 48 , 76
387 , 2023-07-05 10:27:39.818510 , 0 , 0 , 48 , 76
388 , 2023-07-05 10:27:43.940606 , 0 , 0 , 48 , 76
389 , 2023-07-05 10:27:48.533898 , 0 , 0 , 48 , 76
390 , 2023-07-05 10:27:52.722446 , 0 , 0 , 48 , 76
391 , 2023-07-05 10:27:56.852790 , 0 , 1 , 48 , 77
392 , 2023-07-05 10:28:00.955883 , 0 , 1 , 48 , 78
393 , 2023-07-05 10:28:05.060904 , 0 , 1 , 48 , 79
394 , 2023-07-05 10:28:09.164749 , 0 , 1 , 48 , 80
395 , 2023-07-05 10:28:13.335637 , 0 , 2 , 48 , 82
396 , 2023-07-05 10:28:17.515673 , 0 , 0 , 48 , 82
397 , 2023-07-05 10:28:21.859847 , 0 , 0 , 48 , 82
398 , 2023-07-05 10:28:26.091065 , 0 , 0 , 48 , 82
399 , 2023-07-05 10:28:30.327008 , 0 , 0 , 48 , 82
400 , 2023-07-05 10:28:34.594100 , 0 , 0 , 48 , 82
401 , 2023-07-05 10:28:38.793935 , 0 , 0 , 48 , 82
402 , 2023-07-05 10:28:43.015131 , 0 , 0 , 48 , 82
403 , 2023-07-05 10:28:47.247403 , 0 , 0 , 48 , 82
404 , 2023-07-05 10:28:51.525323 , 0 , 0 , 48 , 82
405 , 2023-07-05 10:28:55.774800 , 0 , 1 , 48 , 83
406 , 2023-07-05 10:29:01.097902 , 0 , 0 , 48 , 83
407 , 2023-07-05 10:29:05.843302 , 0 , 1 , 48 , 84
408 , 2023-07-05 10:29:10.167635 , 0 , 0 , 48 , 84
409 , 2023-07-05 10:29:14.452306 , 0 , 0 , 48 , 84
410 , 2023-07-05 10:29:18.725345 , 0 , 0 , 48 , 84
411 , 2023-07-05 10:29:23.020879 , 1 , 0 , 49 , 84
412 , 2023-07-05 10:29:27.288877 , 0 , 0 , 49 , 84
413 , 2023-07-05 10:29:31.524286 , 0 , 0 , 49 , 84
414 , 2023-07-05 10:29:35.718923 , 0 , 0 , 49 , 84
415 , 2023-07-05 10:29:39.915517 , 0 , 0 , 49 , 84
416 , 2023-07-05 10:29:44.131697 , 0 , 0 , 49 , 84
417 , 2023-07-05 10:29:48.393169 , 0 , 0 , 49 , 84
418 , 2023-07-05 10:29:53.255851 , 0 , 0 , 49 , 84
419 , 2023-07-05 10:29:58.114765 , 0 , 2 , 49 , 86
420 , 2023-07-05 10:30:02.349344 , 0 , 2 , 49 , 88
421 , 2023-07-05 10:30:06.568120 , 0 , 2 , 49 , 90
422 , 2023-07-05 10:30:10.800864 , 0 , 1 , 49 , 91
423 , 2023-07-05 10:30:15.108492 , 0 , 2 , 49 , 93
424 , 2023-07-05 10:30:19.365365 , 0 , 1 , 49 , 94
