sec , time , count(in)(line0) , count(out)(line0) , total_count(in)(line0) , total_count(out)(line0)
124 , 2023-07-05 11:47:08.750455 , 0 , 1 , 14 , 14
125 , 2023-07-05 11:47:11.033643 , 0 , 0 , 14 , 14
126 , 2023-07-05 11:47:13.318658 , 0 , 0 , 14 , 14
127 , 2023-07-05 11:47:15.589950 , 0 , 0 , 14 , 14
128 , 2023-07-05 11:47:17.841336 , 0 , 0 , 14 , 14
129 , 2023-07-05 11:47:20.110766 , 0 , 0 , 14 , 14
130 , 2023-07-05 11:47:22.373689 , 0 , 0 , 14 , 14
131 , 2023-07-05 11:47:24.626433 , 0 , 0 , 14 , 14
132 , 2023-07-05 11:47:26.894601 , 0 , 1 , 14 , 15
133 , 2023-07-05 11:47:29.153514 , 0 , 0 , 14 , 15
134 , 2023-07-05 11:47:31.424593 , 0 , 0 , 14 , 15
135 , 2023-07-05 11:47:33.697219 , 0 , 0 , 14 , 15
136 , 2023-07-05 11:47:35.932832 , 0 , 0 , 14 , 15
137 , 2023-07-05 11:47:38.191160 , 0 , 0 , 14 , 15
138 , 2023-07-05 11:47:40.471259 , 0 , 0 , 14 , 15
139 , 2023-07-05 11:47:42.764577 , 0 , 0 , 14 , 15
140 , 2023-07-05 11:47:45.124318 , 0 , 0 , 14 , 15
141 , 2023-07-05 11:47:47.405766 , 0 , 0 , 14 , 15
142 , 2023-07-05 11:47:49.736672 , 0 , 0 , 14 , 15
143 , 2023-07-05 11:47:52.101337 , 0 , 0 , 14 , 15
144 , 2023-07-05 11:47:54.430323 , 0 , 0 , 14 , 15
145 , 2023-07-05 11:47:56.756721 , 0 , 0 , 14 , 15
146 , 2023-07-05 11:47:59.081089 , 0 , 0 , 14 , 15
147 , 2023-07-05 11:48:01.401148 , 0 , 0 , 14 , 15
148 , 2023-07-05 11:48:03.708728 , 0 , 0 , 14 , 15
149 , 2023-07-05 11:48:05.994925 , 0 , 0 , 14 , 15
150 , 2023-07-05 11:48:08.267914 , 0 , 0 , 14 , 15
151 , 2023-07-05 11:48:10.556794 , 0 , 0 , 14 , 15
152 , 2023-07-05 11:48:12.833969 , 0 , 0 , 14 , 15
153 , 2023-07-05 11:48:15.124686 , 0 , 1 , 14 , 16
154 , 2023-07-05 11:48:17.387641 , 1 , 0 , 15 , 16
155 , 2023-07-05 11:48:19.698705 , 0 , 0 , 15 , 16
156 , 2023-07-05 11:48:21.978891 , 0 , 0 , 15 , 16
